Step	Temp	TotEng	Xlo	Xhi	Ylo	Yhi	Zlo	Zhi	Volume
19525000	3997.0783	-31818.731	-4.8713487	218.47135	-2.8124741	126.13447	-0.5	0.5	28799.359
19550000	3937.1187	-31870.076	-4.9369374	218.53694	-2.8503417	126.17234	-0.5	0.5	28833.199
19575000	4021.6211	-31773.67	-4.8995111	218.49951	-2.8287336	126.15073	-0.5	0.5	28813.887
19600000	3980.2588	-31818.216	-4.9183729	218.51837	-2.8396235	126.16162	-0.5	0.5	28823.619
19625000	3950.9608	-31781.529	-4.9383918	218.53839	-2.8511814	126.17318	-0.5	0.5	28833.95
19650000	3924.9395	-31847.413	-4.8971868	218.49719	-2.8273917	126.14939	-0.5	0.5	28812.688
19675000	3998.9691	-31788.468	-4.9616475	218.56165	-2.8646081	126.18661	-0.5	0.5	28845.953
19700000	3928.4834	-31836.366	-4.9038247	218.50382	-2.8312241	126.15322	-0.5	0.5	28816.112
19725000	4032.4078	-31749.408	-4.9758467	218.57585	-2.872806	126.19481	-0.5	0.5	28853.283
19750000	3980.4344	-31828.005	-4.8963363	218.49634	-2.8269007	126.1489	-0.5	0.5	28812.249
19775000	4010.0887	-31753.113	-4.998088	218.59809	-2.885647	126.20765	-0.5	0.5	28864.767
19800000	4005.137	-31784.208	-4.9061605	218.50616	-2.8325727	126.15457	-0.5	0.5	28817.318
19825000	4015.8772	-31722.111	-4.9934632	218.59346	-2.8829769	126.20498	-0.5	0.5	28862.379
19850000	3993.6159	-31783.043	-4.9294676	218.52947	-2.846029	126.16803	-0.5	0.5	28829.344
19875000	4029.361	-31702.701	-4.9828741	218.58287	-2.8768633	126.19886	-0.5	0.5	28856.911
19900000	4046.0692	-31762.248	-4.9663216	218.56632	-2.8673067	126.18931	-0.5	0.5	28848.366
19925000	4043.3805	-31786.404	-4.9626704	218.56267	-2.8651987	126.1872	-0.5	0.5	28846.481
19950000	4037.9881	-31756.282	-5.0044856	218.60449	-2.8893407	126.21134	-0.5	0.5	28868.071
19975000	4022.1739	-31774.221	-4.9329259	218.53293	-2.8480257	126.17003	-0.5	0.5	28831.129
20000000	4013.1253	-31724.561	-5.0573013	218.6573	-2.9198338	126.24183	-0.5	0.5	28895.351
20025000	4082.4155	-31699.448	-4.8975986	218.4976	-2.8276295	126.14963	-0.5	0.5	28812.9
20050000	3973.5177	-31726.301	-5.1058267	218.70583	-2.94785	126.26985	-0.5	0.5	28920.427
20075000	4009.7741	-31770.876	-4.8736765	218.47368	-2.813818	126.13582	-0.5	0.5	28800.56
20100000	4041.8422	-31656.475	-5.1532833	218.75328	-2.9752491	126.29725	-0.5	0.5	28944.961
20125000	4068.2952	-31738.011	-4.8588216	218.45882	-2.8052416	126.12724	-0.5	0.5	28792.898
20150000	4082.6817	-31648.833	-5.1521947	218.75219	-2.9746206	126.29662	-0.5	0.5	28944.398
20175000	4107.9356	-31688.728	-4.8898812	218.48988	-2.8231738	126.14517	-0.5	0.5	28808.919
20200000	4081.5485	-31636.767	-5.1358299	218.73583	-2.9651724	126.28717	-0.5	0.5	28935.937
20225000	4001.1998	-31761.599	-4.9408505	218.54085	-2.852601	126.1746	-0.5	0.5	28835.219
20250000	4090.7955	-31676.54	-5.0851805	218.68518	-2.9359299	126.25793	-0.5	0.5	28909.757
20275000	4059.5511	-31722.712	-5.0027318	218.60273	-2.8883281	126.21033	-0.5	0.5	28867.165
20300000	4077.7956	-31624.499	-5.0451448	218.64514	-2.9128153	126.23482	-0.5	0.5	28889.071
20325000	4027.8089	-31632.818	-5.0406956	218.6407	-2.9102465	126.23225	-0.5	0.5	28886.773
20350000	4144.5693	-31629.376	-5.0329051	218.63291	-2.9057487	126.22775	-0.5	0.5	28882.748
20375000	4063.7412	-31684.899	-5.0686361	218.66864	-2.926378	126.24838	-0.5	0.5	28901.208
20400000	4149.5954	-31654.757	-5.0313643	218.63136	-2.9048591	126.22686	-0.5	0.5	28881.952
20425000	4108.7438	-31610.23	-5.0883661	218.68837	-2.9377691	126.25977	-0.5	0.5	28911.403
20450000	4071.5282	-31674.228	-5.0293412	218.62934	-2.9036911	126.22569	-0.5	0.5	28880.907
20475000	4060.103	-31668.565	-5.0989423	218.69894	-2.9438753	126.26588	-0.5	0.5	28916.869
20500000	4130.472	-31639.258	-5.0269715	218.62697	-2.9023229	126.22432	-0.5	0.5	28879.683
20525000	4134.9184	-31601.436	-5.119794	218.71979	-2.955914	126.27791	-0.5	0.5	28927.647
20550000	4151.7533	-31595.649	-5.0380295	218.63803	-2.9087073	126.23071	-0.5	0.5	28885.395
20575000	4146.9691	-31572.971	-5.1307034	218.7307	-2.9622126	126.28421	-0.5	0.5	28933.287
20600000	4124.4028	-31608.472	-5.0286141	218.62861	-2.9032713	126.22527	-0.5	0.5	28880.532
20625000	4128.7743	-31635.672	-5.151839	218.75184	-2.9744152	126.29642	-0.5	0.5	28944.214
20650000	4152.0027	-31601.027	-5.0251183	218.62512	-2.901253	126.22325	-0.5	0.5	28878.726
20675000	4158.0783	-31480.248	-5.1623201	218.76232	-2.9804665	126.30247	-0.5	0.5	28949.634
20700000	4111.7398	-31576.545	-5.0620579	218.66206	-2.9225801	126.24458	-0.5	0.5	28897.809
20725000	4187.102	-31584.145	-5.1324271	218.73243	-2.9632078	126.28521	-0.5	0.5	28934.178
20750000	4105.6417	-31633.961	-5.1139657	218.71397	-2.952549	126.27455	-0.5	0.5	28924.634
20775000	4173.1308	-31601.655	-5.086415	218.68641	-2.9366427	126.25864	-0.5	0.5	28910.395
20800000	4156.4551	-31571.395	-5.1756761	218.77568	-2.9881775	126.31018	-0.5	0.5	28956.541
20825000	4177.9603	-31584.633	-5.0646485	218.66465	-2.9240758	126.24608	-0.5	0.5	28899.147
20850000	4204.6704	-31502.778	-5.1964694	218.79647	-3.0001826	126.32218	-0.5	0.5	28967.297
20875000	4255.6251	-31494.177	-5.0444416	218.64444	-2.9124093	126.23441	-0.5	0.5	28888.708
20900000	4233.7077	-31441.424	-5.235482	218.83548	-3.0227065	126.34471	-0.5	0.5	28987.481
20925000	4238.0334	-31517.175	-5.0394846	218.63948	-2.9095474	126.23155	-0.5	0.5	28886.147
20950000	4304.2101	-31373.181	-5.2424038	218.8424	-3.0267028	126.3487	-0.5	0.5	28991.063
20975000	4279.1813	-31447.953	-5.0679344	218.66793	-2.9259729	126.24797	-0.5	0.5	28900.845
21000000	4296.9732	-31507.132	-5.2353389	218.83534	-3.0226239	126.34462	-0.5	0.5	28987.407
21025000	4253.8359	-31497.503	-5.0887928	218.68879	-2.9380155	126.26002	-0.5	0.5	28911.623
21050000	4235.8345	-31494.89	-5.2199497	218.81995	-3.0137389	126.33574	-0.5	0.5	28979.444
21075000	4133.1777	-31517.559	-5.1209939	218.72099	-2.9566068	126.27861	-0.5	0.5	28928.267
21100000	4116.1978	-31516.16	-5.2065954	218.8066	-3.0060288	126.32803	-0.5	0.5	28972.535
21125000	4190.9909	-31466.852	-5.1570424	218.75704	-2.9774194	126.29942	-0.5	0.5	28946.905
21150000	4306.0864	-31408.2	-5.1865467	218.78655	-2.9944537	126.31645	-0.5	0.5	28962.164
21175000	4297.5484	-31425.027	-5.1897971	218.7898	-2.9963303	126.31833	-0.5	0.5	28963.845
21200000	4322.2857	-31410.71	-5.1814856	218.78149	-2.9915317	126.31353	-0.5	0.5	28959.546
21225000	4324.928	-31362.676	-5.1908536	218.79085	-2.9969403	126.31894	-0.5	0.5	28964.392
21250000	4263.1105	-31392.852	-5.1885193	218.78852	-2.9955926	126.31759	-0.5	0.5	28963.184
21275000	4311.5113	-31412.446	-5.2139409	218.81394	-3.0102698	126.33227	-0.5	0.5	28976.335
21300000	4425.3046	-31400.243	-5.1837181	218.78372	-2.9928206	126.31482	-0.5	0.5	28960.701
21325000	4369.1118	-31378.729	-5.232877	218.83288	-3.0212025	126.3432	-0.5	0.5	28986.133
21350000	4269.338	-31399.741	-5.1827994	218.7828	-2.9922902	126.31429	-0.5	0.5	28960.226
21375000	4397.4094	-31276.787	-5.2376397	218.83764	-3.0239522	126.34595	-0.5	0.5	28988.597
21400000	4311.6908	-31364.548	-5.2093383	218.80934	-3.0076125	126.32961	-0.5	0.5	28973.954
21425000	4327.3425	-31339.491	-5.2490418	218.84904	-3.0305353	126.35254	-0.5	0.5	28994.498
21450000	4320.7653	-31395.35	-5.2078177	218.80782	-3.0067345	126.32873	-0.5	0.5	28973.167
21475000	4321.9258	-31363.667	-5.2510007	218.851	-3.0316663	126.35367	-0.5	0.5	28995.512
21500000	4362.5423	-31399.503	-5.2180005	218.818	-3.0126136	126.33461	-0.5	0.5	28978.436
21525000	4414.0418	-31260.367	-5.2688442	218.86884	-3.0419682	126.36397	-0.5	0.5	29004.747
21550000	4409.2876	-31255.989	-5.2095029	218.8095	-3.0077075	126.32971	-0.5	0.5	28974.039
21575000	4314.2534	-31303.628	-5.2876816	218.88768	-3.052844	126.37484	-0.5	0.5	29014.499
21600000	4351.2797	-31340.711	-5.2144243	218.81442	-3.0105489	126.33255	-0.5	0.5	28976.585
21625000	4411.514	-31329.648	-5.303393	218.90339	-3.061915	126.38391	-0.5	0.5	29022.633
21650000	4315.5162	-31387.052	-5.2291698	218.82917	-3.0190621	126.34106	-0.5	0.5	28984.215
21675000	4416.719	-31307.58	-5.2852913	218.88529	-3.0514639	126.37346	-0.5	0.5	29013.261
21700000	4318.6181	-31387.448	-5.2536093	218.85361	-3.0331723	126.35517	-0.5	0.5	28996.862
21725000	4450.2815	-31319.092	-5.2766635	218.87666	-3.0464826	126.36848	-0.5	0.5	29008.795
21750000	4464.1905	-31240.96	-5.2960978	218.8961	-3.057703	126.3797	-0.5	0.5	29018.856
21775000	4446.1864	-31277.672	-5.2455671	218.84557	-3.0285291	126.35053	-0.5	0.5	28992.7
21800000	4284.913	-31374.666	-5.3425941	218.94259	-3.0845477	126.40655	-0.5	0.5	29042.935
21825000	4363.9599	-31359.769	-5.2244882	218.82449	-3.0163592	126.33836	-0.5	0.5	28981.792
21850000	4422.2495	-31223.295	-5.3935189	218.99352	-3.1139492	126.43595	-0.5	0.5	29069.318
21875000	4422.5903	-31329.264	-5.1745405	218.77454	-2.9875219	126.30952	-0.5	0.5	28955.954
21900000	4374.3105	-31244.985	-5.4558444	219.05584	-3.1499328	126.47193	-0.5	0.5	29101.624
21925000	4484.6071	-31264.327	-5.1323005	218.7323	-2.9631347	126.28513	-0.5	0.5	28934.112
21950000	4495.2384	-31168.486	-5.4988625	219.09886	-3.1747693	126.49677	-0.5	0.5	29123.933
21975000	4468.8247	-31260.69	-5.141461	218.74146	-2.9684234	126.29042	-0.5	0.5	28938.848
22000000	4469.7079	-31230.053	-5.478238	219.07824	-3.1628617	126.48486	-0.5	0.5	29113.236
22025000	4354.9322	-31298.031	-5.1968298	218.79683	-3.0003907	126.32239	-0.5	0.5	28967.483
22050000	4415.5739	-31266.862	-5.4120318	219.01203	-3.1246376	126.44664	-0.5	0.5	29078.912
22075000	4431.428	-31249.258	-5.2669706	218.86697	-3.0408865	126.36289	-0.5	0.5	29003.778
22100000	4426.1206	-31209.891	-5.3783102	218.97831	-3.1051684	126.42717	-0.5	0.5	29061.437
22125000	4448.631	-31200.115	-5.3063925	218.90639	-3.0636467	126.38565	-0.5	0.5	29024.187
22150000	4571.3099	-31141.419	-5.3544078	218.95441	-3.0913683	126.41337	-0.5	0.5	29049.054
22175000	4398.1447	-31226.404	-5.3333902	218.93339	-3.0792339	126.40123	-0.5	0.5	29038.168
22200000	4440.6871	-31206.765	-5.3601001	218.9601	-3.0946548	126.41665	-0.5	0.5	29052.003
22225000	4484.9381	-31152.687	-5.3489841	218.94898	-3.088237	126.41024	-0.5	0.5	29046.245
22250000	4445.5514	-31181.682	-5.3547333	218.95473	-3.0915563	126.41356	-0.5	0.5	29049.223
22275000	4480.1583	-31201.999	-5.3750148	218.97501	-3.1032658	126.42527	-0.5	0.5	29059.73
22300000	4409.5491	-31243.94	-5.3421635	218.94216	-3.0842991	126.4063	-0.5	0.5	29042.712
22325000	4486.0345	-31143.848	-5.4018645	219.00186	-3.1187675	126.44077	-0.5	0.5	29073.643
22350000	4483.0639	-31216.902	-5.3313763	218.93138	-3.0780711	126.40007	-0.5	0.5	29037.125
22375000	4493.9116	-31165.74	-5.4501855	219.05019	-3.1466656	126.46867	-0.5	0.5	29098.69
22400000	4552.0734	-31157.586	-5.2962206	218.89622	-3.057774	126.37977	-0.5	0.5	29018.92
22425000	4467.6618	-31110.32	-5.4925468	219.09255	-3.1711229	126.49312	-0.5	0.5	29120.657
22450000	4588.3495	-31136.283	-5.2872489	218.88725	-3.0525942	126.37459	-0.5	0.5	29014.275
22475000	4526.4716	-31106.141	-5.5073052	219.10731	-3.1796437	126.50164	-0.5	0.5	29128.312
22500000	4618.3717	-31088.943	-5.2682192	218.86822	-3.0416074	126.36361	-0.5	0.5	29004.424
22525000	4495.4191	-31131.742	-5.5488602	219.14886	-3.2036355	126.52564	-0.5	0.5	29149.871
22550000	4536.8531	-31208.031	-5.2516075	218.85161	-3.0320166	126.35402	-0.5	0.5	28995.826
22575000	4491.5823	-31082.543	-5.5680302	219.16803	-3.2147033	126.5367	-0.5	0.5	29159.82
22600000	4495.5704	-31184.958	-5.2467875	218.84679	-3.0292338	126.35123	-0.5	0.5	28993.332
22625000	4582.279	-30994.171	-5.5727707	219.17277	-3.2174402	126.53944	-0.5	0.5	29162.28
22650000	4644.8076	-31043.09	-5.3001901	218.90019	-3.0600658	126.38207	-0.5	0.5	29020.975
22675000	4532.4563	-31034.284	-5.5081234	219.10812	-3.1801161	126.50212	-0.5	0.5	29128.736
22700000	4571.8368	-31079.982	-5.4025717	219.00257	-3.1191758	126.44118	-0.5	0.5	29074.009
22725000	4499.9113	-31073.298	-5.4353889	219.03539	-3.1381228	126.46012	-0.5	0.5	29091.019
22750000	4611.8853	-31022.229	-5.4493486	219.04935	-3.1461824	126.46818	-0.5	0.5	29098.256
22775000	4535.277	-31089.72	-5.4236843	219.02368	-3.1313652	126.45337	-0.5	0.5	29084.952
22800000	4643.2113	-31039.949	-5.4759808	219.07598	-3.1615585	126.48356	-0.5	0.5	29112.065
22825000	4570.834	-31064.486	-5.4091392	219.00914	-3.1229675	126.44497	-0.5	0.5	29077.413
22850000	4628.2478	-31025.001	-5.49365	219.09365	-3.1717599	126.49376	-0.5	0.5	29121.229
22875000	4543.9545	-31133.559	-5.4130762	219.01308	-3.1252405	126.44724	-0.5	0.5	29079.453
22900000	4622.0151	-31015.771	-5.510232	219.11023	-3.1813335	126.50333	-0.5	0.5	29129.83
22925000	4685.7955	-30934.264	-5.4115972	219.0116	-3.1243867	126.44639	-0.5	0.5	29078.687
22950000	4676.9644	-31014.193	-5.5212716	219.12127	-3.1877072	126.50971	-0.5	0.5	29135.557
22975000	4557.8972	-31020.936	-5.4086683	219.00867	-3.1226957	126.4447	-0.5	0.5	29077.169
23000000	4668.8031	-31020.118	-5.5437405	219.14374	-3.2006796	126.52268	-0.5	0.5	29147.215
23025000	4648.5505	-30982.711	-5.4114126	219.01141	-3.1242801	126.44628	-0.5	0.5	29078.591
23050000	4620.7497	-30963.64	-5.5760817	219.17608	-3.2193518	126.54135	-0.5	0.5	29163.999
23075000	4621.9314	-31020.934	-5.3656108	218.96561	-3.0978364	126.41984	-0.5	0.5	29054.858
23100000	4634.4436	-30988.758	-5.6340164	219.23402	-3.2528004	126.5748	-0.5	0.5	29194.077
23125000	4638.6037	-30975.458	-5.3592569	218.95926	-3.0941679	126.41617	-0.5	0.5	29051.566
23150000	4741.7028	-30836.331	-5.6412414	219.24124	-3.2569718	126.57897	-0.5	0.5	29197.829
23175000	4621.5009	-31032.39	-5.3832633	218.98326	-3.108028	126.43003	-0.5	0.5	29064.004
23200000	4665.3573	-30947.225	-5.6052343	219.20523	-3.2361831	126.55818	-0.5	0.5	29179.132
23225000	4719.8865	-30987.612	-5.4381926	219.03819	-3.1397415	126.46174	-0.5	0.5	29092.472
23250000	4722.8607	-30967.538	-5.5655132	219.16551	-3.2132501	126.53525	-0.5	0.5	29158.514
23275000	4725.8508	-30971.363	-5.4947572	219.09476	-3.1723991	126.4944	-0.5	0.5	29121.803
23300000	4775.7078	-30833.724	-5.5222635	219.12226	-3.1882799	126.51028	-0.5	0.5	29136.072
23325000	4720.9931	-30928.437	-5.5531141	219.15311	-3.2060915	126.52809	-0.5	0.5	29152.079
23350000	4728.8938	-30935.229	-5.4838451	219.08385	-3.166099	126.4881	-0.5	0.5	29116.144
23375000	4709.9743	-30937.181	-5.597515	219.19751	-3.2317263	126.55373	-0.5	0.5	29175.125
23400000	4744.9655	-30970.61	-5.4522334	219.05223	-3.147848	126.46985	-0.5	0.5	29099.752
23425000	4824.962	-30795.323	-5.6328733	219.23287	-3.2521405	126.57414	-0.5	0.5	29193.484
23450000	4695.8091	-30944.931	-5.456623	219.05662	-3.1503823	126.47238	-0.5	0.5	29102.028
23475000	4743.9205	-30890.115	-5.644593	219.24459	-3.2589068	126.58091	-0.5	0.5	29199.57
23500000	4753.9938	-30868.969	-5.4465272	219.04653	-3.1445535	126.46655	-0.5	0.5	29096.793
23525000	4802.1578	-30828.34	-5.6723519	219.27235	-3.2749334	126.59693	-0.5	0.5	29213.989
23550000	4715.223	-30898.411	-5.4442141	219.04421	-3.143218	126.46522	-0.5	0.5	29095.594
23575000	4690.1149	-30823.818	-5.68576	219.28576	-3.2826746	126.60467	-0.5	0.5	29220.954
23600000	4683.229	-30937.04	-5.454725	219.05472	-3.1492865	126.47129	-0.5	0.5	29101.044
23625000	4746.1342	-30872.037	-5.671992	219.27199	-3.2747257	126.59673	-0.5	0.5	29213.802
23650000	4746.2734	-30822.384	-5.496201	219.0962	-3.1732327	126.49523	-0.5	0.5	29122.552
23675000	4722.118	-30854.45	-5.6474249	219.24742	-3.2605418	126.58254	-0.5	0.5	29201.041
23700000	4822.3129	-30807.998	-5.5456774	219.14568	-3.2017979	126.5238	-0.5	0.5	29148.22
23725000	4868.87	-30722.567	-5.6125157	219.21252	-3.240387	126.56239	-0.5	0.5	29182.913
23750000	4728.1464	-30876.807	-5.5845823	219.18458	-3.2242596	126.54626	-0.5	0.5	29168.411
23775000	4717.0865	-30867.941	-5.5878117	219.18781	-3.2261241	126.54812	-0.5	0.5	29170.088
23800000	4857.0754	-30687.41	-5.6365383	219.23654	-3.2542564	126.57626	-0.5	0.5	29195.387
23825000	4831.3878	-30791.321	-5.5722308	219.17223	-3.2171285	126.53913	-0.5	0.5	29162
23850000	4903.6694	-30707.072	-5.6653498	219.26535	-3.2708908	126.59289	-0.5	0.5	29210.351
23875000	4820.9962	-30831.267	-5.5349915	219.13499	-3.1956284	126.51763	-0.5	0.5	29142.675
23900000	4739.9041	-30796.344	-5.7037012	219.3037	-3.293033	126.61503	-0.5	0.5	29230.276
23925000	4946.5263	-30773.696	-5.5106141	219.11061	-3.1815541	126.50355	-0.5	0.5	29130.028
23950000	4882.2694	-30751.559	-5.7504796	219.35048	-3.3200405	126.64204	-0.5	0.5	29254.589
23975000	4805.4581	-30783.85	-5.488113	219.08811	-3.1685631	126.49056	-0.5	0.5	29118.357
24000000	4777.4298	-30688.871	-5.7997321	219.39973	-3.3484764	126.67048	-0.5	0.5	29280.198
24025000	4935.347	-30714.84	-5.4720078	219.07201	-3.1592647	126.48126	-0.5	0.5	29110.005
24050000	4829.689	-30723.738	-5.8098688	219.40987	-3.3543288	126.67633	-0.5	0.5	29285.471
24075000	4862.48	-30800.854	-5.5086639	219.10866	-3.1804281	126.50243	-0.5	0.5	29129.017
24100000	4761.1905	-30755.834	-5.7619441	219.36194	-3.3266595	126.64866	-0.5	0.5	29260.549
24125000	4837.5356	-30694.927	-5.5735731	219.17357	-3.2179035	126.5399	-0.5	0.5	29162.697
24150000	4916.7935	-30674.938	-5.7139134	219.31391	-3.298929	126.62093	-0.5	0.5	29235.583
24175000	4890.3507	-30730.001	-5.6112029	219.2112	-3.2396291	126.56163	-0.5	0.5	29182.231
24200000	4871.2549	-30737.743	-5.7044021	219.3044	-3.2934376	126.61544	-0.5	0.5	29230.641
24225000	4859.0763	-30766.277	-5.640796	219.2408	-3.2567146	126.57871	-0.5	0.5	29197.598
24250000	4867.5285	-30692.749	-5.6933225	219.29332	-3.2870408	126.60904	-0.5	0.5	29224.884
24275000	4895.8719	-30690.196	-5.6683579	219.26836	-3.2726275	126.59463	-0.5	0.5	29211.914
24300000	5010.1027	-30581.045	-5.6861428	219.28614	-3.2828956	126.6049	-0.5	0.5	29221.153
24325000	4878.3551	-30675.826	-5.688534	219.28853	-3.2842762	126.60628	-0.5	0.5	29222.396
24350000	5012.2037	-30590.478	-5.6964112	219.29641	-3.2888241	126.61082	-0.5	0.5	29226.488
24375000	4862.7393	-30684.463	-5.7058108	219.30581	-3.294251	126.61625	-0.5	0.5	29231.373
24400000	4867.4548	-30676.995	-5.6815238	219.28152	-3.2802288	126.60223	-0.5	0.5	29218.754
24425000	4930.9012	-30626.636	-5.7161147	219.31611	-3.3001999	126.6222	-0.5	0.5	29236.727
24450000	4914.6306	-30679.723	-5.6877221	219.28772	-3.2838074	126.60581	-0.5	0.5	29221.974
24475000	4855.5442	-30684.096	-5.7487655	219.34877	-3.3190508	126.64105	-0.5	0.5	29253.698
24500000	4921.4404	-30635.025	-5.6598031	219.2598	-3.2676884	126.58969	-0.5	0.5	29207.47
24525000	4931.7166	-30635.673	-5.7887724	219.38877	-3.3421488	126.66415	-0.5	0.5	29274.499
24550000	4949.9766	-30614.189	-5.654574	219.25457	-3.2646694	126.58667	-0.5	0.5	29204.754
24575000	4951.6759	-30625.153	-5.8083039	219.4083	-3.3534254	126.67543	-0.5	0.5	29284.657
24600000	4936.0568	-30604.646	-5.6576902	219.25769	-3.2664685	126.58847	-0.5	0.5	29206.373
24625000	5006.1519	-30540.561	-5.8037861	219.40379	-3.350817	126.67282	-0.5	0.5	29282.307
24650000	5032.5737	-30571.119	-5.6771586	219.27716	-3.2777086	126.59971	-0.5	0.5	29216.486
24675000	4946.4729	-30555.204	-5.793084	219.39308	-3.3446382	126.66664	-0.5	0.5	29276.741
24700000	4953.6347	-30577.161	-5.7180955	219.3181	-3.3013435	126.62334	-0.5	0.5	29237.757
24725000	4917.9012	-30648.102	-5.7315072	219.33151	-3.3090868	126.63109	-0.5	0.5	29244.727
24750000	5017.085	-30544.602	-5.785107	219.38511	-3.3400326	126.66203	-0.5	0.5	29272.593
24775000	4861.6316	-30666.539	-5.6947388	219.29474	-3.2878585	126.60986	-0.5	0.5	29225.619
24800000	5004.6127	-30537.224	-5.8417859	219.44179	-3.3727562	126.69476	-0.5	0.5	29302.074
24825000	4999.0307	-30540.746	-5.6671929	219.26719	-3.2719549	126.59395	-0.5	0.5	29211.309
24850000	5011.85	-30543.498	-5.8708042	219.4708	-3.3895099	126.71151	-0.5	0.5	29317.173
24875000	5043.7644	-30547.108	-5.6653921	219.26539	-3.2709152	126.59292	-0.5	0.5	29210.373
24900000	4968.6465	-30516.372	-5.8631583	219.46316	-3.3850955	126.7071	-0.5	0.5	29313.194
24925000	5188.4302	-30426.665	-5.690253	219.29025	-3.2852686	126.60727	-0.5	0.5	29223.289
24950000	5001.2187	-30501.124	-5.8558381	219.45584	-3.3808692	126.70287	-0.5	0.5	29309.385
24975000	5055.7014	-30527.265	-5.7153417	219.31534	-3.2997536	126.62175	-0.5	0.5	29236.326
25000000	5035.9414	-30504.456	-5.8566188	219.45662	-3.38132	126.70332	-0.5	0.5	29309.791
25025000	5092.2651	-30457.44	-5.7258944	219.32589	-3.3058462	126.62785	-0.5	0.5	29241.81
25050000	5061.6935	-30471.356	-5.8603435	219.46034	-3.3834704	126.70547	-0.5	0.5	29311.73
25075000	5129.8281	-30487.637	-5.7392606	219.33926	-3.3135632	126.63556	-0.5	0.5	29248.757
25100000	5028.081	-30507.918	-5.8494104	219.44941	-3.3771582	126.69916	-0.5	0.5	29306.041
25125000	5032.1876	-30442.299	-5.7663757	219.36638	-3.3292181	126.65122	-0.5	0.5	29262.853
25150000	5000.6636	-30521.501	-5.8684511	219.46845	-3.3881513	126.71015	-0.5	0.5	29315.949
25175000	5110.0101	-30481.811	-5.7720885	219.37209	-3.3325164	126.65452	-0.5	0.5	29265.824
25200000	5066.0488	-30462.708	-5.8811703	219.48117	-3.3954948	126.71749	-0.5	0.5	29322.568
25225000	5071.748	-30473.692	-5.752649	219.35265	-3.321293	126.64329	-0.5	0.5	29255.717
25250000	5193.1433	-30363.878	-5.8936213	219.49362	-3.4026833	126.72468	-0.5	0.5	29329.048
25275000	5087.1569	-30408.098	-5.7766336	219.37663	-3.3351405	126.65714	-0.5	0.5	29268.187
25300000	5101.6084	-30423.62	-5.8813135	219.48131	-3.3955775	126.71758	-0.5	0.5	29322.642
25325000	5042.0442	-30453.398	-5.8213526	219.42135	-3.360959	126.68296	-0.5	0.5	29291.444
25350000	5140.8019	-30420.203	-5.8479147	219.44791	-3.3762947	126.69829	-0.5	0.5	29305.262
25375000	5110.4816	-30348.314	-5.874731	219.47473	-3.391777	126.71378	-0.5	0.5	29319.217
25400000	5093.55	-30375.888	-5.7861417	219.38614	-3.34063	126.66263	-0.5	0.5	29273.131
25425000	5143.915	-30407.079	-5.9610686	219.56107	-3.4416241	126.76362	-0.5	0.5	29364.166
25450000	5038.5143	-30432.926	-5.7205695	219.32057	-3.3027719	126.62477	-0.5	0.5	29239.042
25475000	5118.6203	-30323.49	-6.0195877	219.61959	-3.4754101	126.79741	-0.5	0.5	29394.652
25500000	5189.4884	-30425.346	-5.7358541	219.33585	-3.3115964	126.6336	-0.5	0.5	29246.987
25525000	5148.8775	-30327.375	-5.9882923	219.58829	-3.4573417	126.77934	-0.5	0.5	29378.346
25550000	5192.8082	-30312.74	-5.7954989	219.3955	-3.3460324	126.66803	-0.5	0.5	29277.997
25575000	5095.4446	-30371.166	-5.9612955	219.5613	-3.4417551	126.76376	-0.5	0.5	29364.284
25600000	5120.3061	-30416.534	-5.8251469	219.42515	-3.3631497	126.68515	-0.5	0.5	29293.418
25625000	5157.01	-30339.837	-5.9487699	219.54877	-3.4345234	126.75652	-0.5	0.5	29357.761
25650000	5132.1575	-30379.256	-5.8444441	219.44444	-3.3742909	126.69629	-0.5	0.5	29303.457
25675000	5103.4469	-30366.094	-5.9519675	219.55197	-3.4363695	126.75837	-0.5	0.5	29359.426
25700000	5117.2974	-30356.392	-5.852503	219.4525	-3.3789437	126.70094	-0.5	0.5	29307.65
25725000	5073.0619	-30402.809	-5.9631071	219.56311	-3.442801	126.7648	-0.5	0.5	29365.228
25750000	5130.7995	-30380.898	-5.8546871	219.45469	-3.3802047	126.7022	-0.5	0.5	29308.786
25775000	5197.518	-30309.547	-5.9820962	219.5821	-3.4537644	126.77576	-0.5	0.5	29375.118
25800000	5247.6161	-30220.204	-5.8592318	219.45923	-3.3828286	126.70483	-0.5	0.5	29311.151
25825000	5174.5791	-30309.22	-5.9703986	219.5704	-3.4470108	126.76901	-0.5	0.5	29369.025
25850000	5105.3879	-30406.999	-5.8841383	219.48414	-3.3972084	126.71921	-0.5	0.5	29324.113
25875000	5268.2073	-30197.454	-5.9775269	219.57753	-3.4511263	126.77313	-0.5	0.5	29372.738
25900000	5128.5761	-30292.578	-5.8999239	219.49992	-3.4063222	126.72832	-0.5	0.5	29332.329
25925000	5221.7565	-30290.624	-5.9471666	219.54717	-3.4335978	126.7556	-0.5	0.5	29356.926
25950000	5232.3206	-30255.802	-5.9702067	219.57021	-3.4468999	126.7689	-0.5	0.5	29368.925
25975000	5337.1929	-30213.461	-5.8933688	219.49337	-3.4025376	126.72454	-0.5	0.5	29328.917
26000000	5349.7515	-30257.271	-6.019949	219.61995	-3.4756187	126.79762	-0.5	0.5	29394.84
